timesteps,modified_simple_model_example.is_valid[N/A],modified_simple_model_example.energy_usage[Sm3/cd],modified_simple_model_example.energy_usage_cumulative[Sm3 (cd)],modified_simple_model_example.power[MW (sd)],modified_simple_model_example.power_cumulative[GWh (cd)],modified_simple_model_example.co2.rate[t/cd],modified_simple_model_example.co2.cumulative[t (cd)],modified_simple_model_example.hydrocarbon_export_rate[Sm3/cd],modified_simple_model_example.power_electrical[MW (sd)],modified_simple_model_example.power_electrical_cumulative[GWh (cd)],modified_simple_model_example.power_mechanical[MW (sd)],modified_simple_model_example.power_mechanical_cumulative[GWh (cd)],Installation A.is_valid[N/A],Installation A.energy_usage[Sm3/cd],Installation A.energy_usage_cumulative[Sm3 (cd)],Installation A.power[MW (sd)],Installation A.power_cumulative[GWh (cd)],Installation A.co2.rate[t/cd],Installation A.co2.cumulative[t (cd)],Installation A.hydrocarbon_export_rate[Sm3/cd],Installation A.power_electrical[MW (sd)],Installation A.power_electrical_cumulative[GWh (cd)],Installation A.power_mechanical[MW (sd)],Installation A.power_mechanical_cumulative[GWh (cd)],Installation A.regularity[N/A],Generator set A.is_valid[N/A],Generator set A.energy_usage[Sm3/cd],Generator set A.energy_usage_cumulative[Sm3 (cd)],Generator set A.power[MW (sd)],Generator set A.power_cumulative[GWh (cd)],Generator set A.co2.rate[t/cd],Generator set A.co2.cumulative[t (cd)],Generator set A.power_capacity_margin[MW (sd)],Gas injection compressor.is_valid[N/A],Gas injection compressor.energy_usage[MW (sd)],Gas injection compressor.energy_usage_cumulative[MWd (cd)],Gas injection compressor.power[MW (sd)],Gas injection compressor.power_cumulative[GWh (cd)],Gas injection compressor.recirculation_loss[MW (sd)],Gas injection compressor.rate_exceeds_maximum[N/A],Produced water reinjection pump.is_valid[N/A],Produced water reinjection pump.energy_usage[MW (sd)],Produced water reinjection pump.energy_usage_cumulative[MWd (cd)],Produced water reinjection pump.power[MW (sd)],Produced water reinjection pump.power_cumulative[GWh (cd)],Produced water reinjection pump.inlet_liquid_rate_m3_per_day[Sm3/sd],Produced water reinjection pump.inlet_pressure_bar[bara],Produced water reinjection pump.outlet_pressure_bar[bara],Produced water reinjection pump.operational_head[J/kg],Base production load.is_valid[N/A],Base production load.energy_usage[MW (sd)],Base production load.energy_usage_cumulative[MWd (cd)],Base production load.power[MW (sd)],Base production load.power_cumulative[GWh (cd)],Flare.is_valid[N/A],Flare.energy_usage[Sm3/cd],Flare.energy_usage_cumulative[Sm3 (cd)],Flare.co2.rate[t/cd],Flare.co2.cumulative[t (cd)],Sea water injection pump.is_valid[N/A],Sea water injection pump.energy_usage[MW (sd)],Sea water injection pump.energy_usage_cumulative[MWd (cd)],Sea water injection pump.power[MW (sd)],Sea water injection pump.power_cumulative[GWh (cd)]
2015-01-01 01:00:00,1,        112090.00000,       3474790.00000,            15.90000,            11.82960,           245.47710,          7609.79000,         20000.00000,            15.90000,            11.82960,             0.00000,             0.00000,1,        112090.00000,       3474790.00000,            15.90000,            11.82960,           245.47710,          7609.79000,         20000.00000,            15.90000,            11.82960,             0.00000,             0.00000,             1.00000,1,        105090.00000,       3257790.00000,            15.90000,            11.82960,           230.14710,          7134.56000,            84.10000,1,             4.10000,           127.10000,             4.10000,             3.05040,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           365.80000,            11.80000,             8.77920,1,          7000.00000,        217000.00000,            15.33000,           475.23000,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-02-01 01:00:00,1,        112090.00000,       6608640.00000,            15.90000,            22.49850,           245.47710,         14472.92000,         20000.00000,            15.90000,            22.49850,             0.00000,             0.00000,1,        112090.00000,       6608640.00000,            15.90000,            22.49850,           245.47710,         14472.92000,         20000.00000,            15.90000,            22.49850,             0.00000,             0.00000,             1.00000,1,        105090.00000,       6195931.00000,            15.90000,            22.49850,           230.14710,         13569.09000,            84.10000,1,             4.10000,           241.72920,             4.10000,             5.80150,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           695.70830,            11.80000,            16.69700,1,          7000.00000,        412708.30000,            15.33000,           903.83120,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-03-01 00:00:00,1,        112090.00000,      10083430.00000,            15.90000,            34.32810,           245.47710,         22082.71000,         20000.00000,            15.90000,            34.32810,             0.00000,             0.00000,1,        112090.00000,      10083430.00000,            15.90000,            34.32810,           245.47710,         22082.71000,         20000.00000,            15.90000,            34.32810,             0.00000,             0.00000,             1.00000,1,        105090.00000,       9453721.00000,            15.90000,            34.32810,           230.14710,         20703.65000,            84.10000,1,             4.10000,           368.82920,             4.10000,             8.85190,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          1061.50800,            11.80000,            25.47620,1,          7000.00000,        629708.30000,            15.33000,          1379.06100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-04-01 00:00:00,1,        112090.00000,      13446130.00000,            15.90000,            45.77610,           245.47710,         29447.02000,         20000.00000,            15.90000,            45.77610,             0.00000,             0.00000,1,        112090.00000,      13446130.00000,            15.90000,            45.77610,           245.47710,         29447.02000,         20000.00000,            15.90000,            45.77610,             0.00000,             0.00000,             1.00000,1,        105090.00000,      12606421.00000,            15.90000,            45.77610,           230.14710,         27608.06000,            84.10000,1,             4.10000,           491.82920,             4.10000,            11.80390,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          1415.50800,            11.80000,            33.97220,1,          7000.00000,        839708.30000,            15.33000,          1838.96100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-05-01 00:00:00,1,        112090.00000,      16920920.00000,            15.90000,            57.60570,           245.47710,         37056.81000,         20000.00000,            15.90000,            57.60570,             0.00000,             0.00000,1,        112090.00000,      16920920.00000,            15.90000,            57.60570,           245.47710,         37056.81000,         20000.00000,            15.90000,            57.60570,             0.00000,             0.00000,             1.00000,1,        105090.00000,      15864211.00000,            15.90000,            57.60570,           230.14710,         34742.62000,            84.10000,1,             4.10000,           618.92920,             4.10000,            14.85430,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          1781.30800,            11.80000,            42.75140,1,          7000.00000,       1056708.00000,            15.33000,          2314.19100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-06-01 00:00:00,1,        112090.00000,      20283620.00000,            15.90000,            69.05370,           245.47710,         44421.13000,         20000.00000,            15.90000,            69.05370,             0.00000,             0.00000,1,        112090.00000,      20283620.00000,            15.90000,            69.05370,           245.47710,         44421.13000,         20000.00000,            15.90000,            69.05370,             0.00000,             0.00000,             1.00000,1,        105090.00000,      19016911.00000,            15.90000,            69.05370,           230.14710,         41647.04000,            84.10000,1,             4.10000,           741.92920,             4.10000,            17.80630,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          2135.30800,            11.80000,            51.24740,1,          7000.00000,       1266708.00000,            15.33000,          2774.09100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-07-01 00:00:00,1,         91180.00000,      23110200.00000,            11.80000,            77.83290,           199.68420,         50611.34000,         20000.00000,            11.80000,            77.83290,             0.00000,             0.00000,1,         91180.00000,      23110200.00000,            11.80000,            77.83290,           199.68420,         50611.34000,         20000.00000,            11.80000,            77.83290,             0.00000,             0.00000,             1.00000,1,         84180.00000,      21626491.00000,            11.80000,            77.83290,           184.35420,         47362.02000,            88.20000,1,             0.00000,           741.92920,             0.00000,            17.80630,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          2501.10800,            11.80000,            60.02660,1,          7000.00000,       1483708.00000,            15.33000,          3249.32100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-08-01 00:00:00,1,         91180.00000,      25936780.00000,            11.80000,            86.61210,           199.68420,         56801.55000,         20000.00000,            11.80000,            86.61210,             0.00000,             0.00000,1,         91180.00000,      25936780.00000,            11.80000,            86.61210,           199.68420,         56801.55000,         20000.00000,            11.80000,            86.61210,             0.00000,             0.00000,             1.00000,1,         84180.00000,      24236071.00000,            11.80000,            86.61210,           184.35420,         53077.00000,            88.20000,1,             0.00000,           741.92920,             0.00000,            17.80630,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          2866.90800,            11.80000,            68.80580,1,          7000.00000,       1700708.00000,            15.33000,          3724.55100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-09-01 00:00:00,1,         91180.00000,      28672180.00000,            11.80000,            95.10810,           199.68420,         62792.07000,         20000.00000,            11.80000,            95.10810,             0.00000,             0.00000,1,         91180.00000,      28672180.00000,            11.80000,            95.10810,           199.68420,         62792.07000,         20000.00000,            11.80000,            95.10810,             0.00000,             0.00000,             1.00000,1,         84180.00000,      26761471.00000,            11.80000,            95.10810,           184.35420,         58607.62000,            88.20000,1,             0.00000,           741.92920,             0.00000,            17.80630,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          3220.90800,            11.80000,            77.30180,1,          7000.00000,       1910708.00000,            15.33000,          4184.45100,1,             0.00000,             0.00000,             0.00000,             0.00000
2015-10-01 00:00:00,1,         91180.00000,      31502559.00000,            11.80000,           103.89910,           199.68420,         68990.60000,         20000.00000,            11.80000,           103.89910,             0.00000,             0.00000,1,         91180.00000,      31502559.00000,            11.80000,           103.89910,           199.68420,         68990.60000,         20000.00000,            11.80000,           103.89910,             0.00000,             0.00000,             1.00000,1,         84180.00000,      29374559.00000,            11.80000,           103.89910,           184.35420,         64330.28000,            88.20000,1,             0.00000,           741.92920,             0.00000,            17.80630,             0.00000,0,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,            10.00000,           200.00000,         18811.88000,1,            11.80000,          3587.20000,            11.80000,            86.09280,1,          7000.00000,       2128000.00000,            15.33000,          4660.32000,1,             0.00000,             0.00000,             0.00000,             0.00000
